,name,location,rent,deposit,area,type,highlights,description,owner
425,Kasturi Eon Homes,Phase3H,47000.0,141000.0,100082.0,3 BHK ,"['3 Baths', 'Gated Society']","This lovely 3 bhk apartment for rent in phase 3 hinjewadi is available in one of pune's most popular projects, kasturi eon homes. Property has 100082 sq.Ft. Carpet area with 3 bathrooms & 3 balconies attached. The flat is built on 100082 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 12th in a tower with 20 floors. This is a 1-5 year...",Om Properties  
426,Giriraj Maxima,ShankarKalatNagar,27000.0,60000.0,1100.0,2 BHK ,"['3 Baths', 'Gated Society']","This 2 bhk flat in shankar kalat nagar is available in giriraj maxima for rent, one of the most prominent projects for residential flats in pune. Property has 823 sq.Ft. Carpet area with 3 bathrooms & 1 balcony attached. This flat is constructed on 1100 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 8th floor of a 13 storey building. Well maintained 1-...",Om Properties  
427,Hazel One,Hadapsar,31000.0,75000.0,1017.0,2 BHK ,"['2 Baths', 'Gated Society']",Explore this amicable hazel one of hinjewadi in pune ! Live in a 2 bhk flat for rent in hinjewadi. This 2 bhk flat comes with 2 bathrooms set in 786 sq.Ft. Carpet usable area. This flat is constructed on 1017 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 3rd floor of a 5 storey building. Well maintained 1-5 years property. It is a furnished property. ...,Om Properties  
428,RR Lunkad Akshay Heights,Wakad,27001.0,80000.0,604.0,2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in wakad in rr lunkad akshay heights, pune. Property has 604 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. Flat is constructed on 604 sq.Ft. 1 covered parking available. Placed on 5th of 11 floor in 5-10 years old tower. This is a semi-Furnished flat. Already installed 1 exhaust fan, 2 fan, 2 geyser, 7 light, 1 modular kitchen and 1 water ...",Om Properties  
429,Amit Colori,Undri,14000.0,42000.0,1131.0,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in undri, pune. This 2 bhk apartment in amit colori is situated in pune. This 2 bhk flat comes with 2 bathrooms set in 808 sq.Ft. Carpet usable area. The flat is built on 1131 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 12 floors. This is a 1-5 years old society...",S G Properties  
430,Gera Foliage,MhadaColony,35000.0,105000.0,1150.0,2 BHK ,"['2 Baths', 'North Facing']","Situated in mhada colony pune, gera foliage is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1000 sq.Ft. Big 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Super built-Up area. Flat is constructed on 1150 sq.Ft. You get an additional space of others. Placed on 4th of 7 floor in 10+...",Classic Enterprises 
431,Magarpatta Cosmos Apartment,Hadapsar,34900.0,60000.0,1000.0,2 BHK ,"['2 Baths', 'Full Power Backup']","A beautiful 2 bhk furnished apartment cosmos society .The property is a part of magarpatta city hadapsar .It is a 5 year old property in a promising locality hadapsar . This well-Designed property .The apartment has vitrified flooring. With 1 balcony(s) & 2 bathroom(s) 2 bedroom.The apartment has quality features such as club house/community center, fitness centre/gym, intercom facility, lift(s...",Seva Real Estate 
432,Magarpatta Heliconia,Magarpatta,20000.0,40000.0,550.0,1 BHK ,"['1 Baths', 'Full Power Backup']","Find this 1 bhk apartment for rent in magarpatta, pune. This 1 bhk apartment in magarpatta heliconia is situated in pune. This flat consists of 1 bathroom & 1 balcony. The flat is built on 550 sq.Ft. Area. This property has pooja room and study room as well. Ease of access to 1 covered parking within society. This flat is situated at lower ground in a tower with 7 floors. This is a 5-10 years o...",Vinayak Property 
433,Magarpatta Heliconia,Magarpatta,23900.0,47800.0,600.0,1 BHK ,"['1 Baths', 'Gated Society']","Magarpatta heliconia is the most preferred destination for renting flats in magarpatta, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Super built-Up usable area. This flat is constructed on 600 sq.Ft. Area. An independent pooja room is available in this property. Parking available: 1 covered ...",Seva Real Estate 
434,Duville Riverdale Heights,EonFreeZone,37000.0,74000.0,731.0,2 BHK ,"['2 Baths', 'East Facing']","Duville riverdale heights is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in eon free zone, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 731 sq.Ft. Carpet area. The flat is built on 731 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 16th in a...",Aditya Buildcon 
435,Kolte Patil Downtown Beryl,Kharadi,35000.0,100000.0,800.0,2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society kolte patil downtown beryl in kharadi offers 2 bhk apartment. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 800 sq.Ft. Carpet area. The flat is built on 800 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 1st in a tower with 12 floors. This is a 5-10 years old society. This is a semi-Furnished flat. Furnis...,Aditya Buildcon 
436,38 Park Majestique,Undri,12500.0,30000.0,4584.0,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in undri, pune. This 2 bhk apartment in 38 park majestique is situated in pune. Property has 4584 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 4584 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat & the option for 1 open parking is also avail...",S G Properties  
437,Ranjeet Platinum Park,Undri,13500.0,35000.0,1000.0,3 BHK ,"['3 Baths', 'Gated Society']",Explore this amicable ranjeet platinum park of undri in pune ! Live in a 3 bhk flat for rent in undri. Property has 1000 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. The flat is built on 1000 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 9th in a tower with 11 floors. This is a 1-5 years old society. Th...,S G Properties  
438,Ganga Fernhill,Undri,14000.0,30000.0,1260.0,2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable ganga fernhill of undri in pune ! Live in a 2 bhk flat for rent in undri. This flat consists of 2 bathrooms & 2 balconies in 980 sq.Ft. Carpet area. Flat is constructed on 1260 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 7th of 14 floor in 0-1 year old tower. This is an unfurnished flat. Ready to occupy from tue, 20 feb 2024, this p...",S G Properties  
439,Sikka Nyati Highland Eastern Foundation,MohammedWadi,50000.0,150000.0,5000.0,5 BHK ,"['4 Baths', 'Private Garden']","5 bhk,bungalow for rent near corienthian club nibm annexe 5000 sq ft plot
 Additional details :",S G Properties  
440,Kool Homes Rising Landscapes,NIBM,30000.0,90000.0,1300.0,3 BHK ,"['3 Baths', 'Gated Society']",Pune's most popular society kool homes rising landscapes in nibm offers 3 bhk apartment. Property has attached 3 bathrooms & 1 balcony with 3 rooms set in 13000 sq.Ft. Carpet area. Flat is constructed on 13000 sq.Ft. You get an additional space of others. 1 covered parking available. 1 open parking available. Placed on 5th of 10 floor in 1-5 years old tower. It is an unfurnished property. Ready...,S G Properties  
441,Kolte Patil Margosa Heights,NIBM,16500.0,50000.0,785.0,2 BHK ,"['2 Baths', 'Gated Society']","Find this 2 bhk apartment for rent in nibm, pune. This 2 bhk apartment in kolte patil margosa heights is situated in pune. This flat consists of 2 bathrooms & 1 balcony build in 600 sq.Ft. Carpet area. This property is constructed on 785 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 5th of 13 floor. This is a ready to move property and it is 1-5 ye...",S G Properties  
442,Gera Foliage,MhadaColony,30000.0,90000.0,1300.0,2 BHK ,"['2 Baths', 'North Facing']","3bhk semi furnished flat available on rent in gera foliage society viman nagar. A beautiful society offers a good flat for families. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in which the property is situated having a lush...",Classic Enterprises 
443,Pride Purple Sapphire Park,Wakad,24000.0,72000.0,700.0,1 BHK ,"['2 Baths', 'East Facing']","Situated in wakad pune, pride purple sapphire park is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 700 sq.Ft. Carpet area. This flat is constructed on 700 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on...",Lotsm Properties 
444,on request,VimanNagar,18000.0,54000.0,600.0,1 BHK ,"['1 Baths', 'Ramwadi Metro Station  Nearby']","1bhk unfurnished flat available on rent in viman nagar. No restrictions, no time limit from owner & society. A beautiful society offers a good flat for families, & bachelors. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in wh...",Classic Enterprises 
445,Pride Platinum,Baner,40000.0,120000.0,1620.0,3 BHK ,"['3 Baths', 'East Facing']",Good flat for family and bachelors call for best deal to sai associates,Property Guru 
446,chandhere complex,VimanNagar,20000.0,60000.0,650.0,1 BHK ,"['1 Baths', 'Ramwadi Metro Station  Nearby']","1bhk unfurnished flat available on rent in viman nagar. No restrictions, no time limit from owner & society. A beautiful society offers a good flat for families, & bachelors. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in wh...",Classic Enterprises 
447,On Request ,VimanNagar,19000.0,57000.0,600.0,1 BHK ,"['1 Baths', 'North Facing']","1bhk unfurnished flat available on rent in viman nagar. No restrictions, no time limit from owner & society. A beautiful society offers a good flat for families, & bachelors. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in wh...",Classic Enterprises 
448,VTP Celesta,NIBM,35000.0,105000.0,1152.0,3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in nibm is available in one of pune's most popular projects, vtp celesta. This flat consists of 3 bathrooms & 2 balconies in 1152 sq.Ft. Carpet area. This property is constructed on 1152 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 5th of 13 floor. This is a ready to move property and it is 1-5 years old fl...",Elite Estates 
449,On Request ,VimanNagar,17000.0,51000.0,650.0,1 BHK ,"['1 Baths', 'Ramwadi Metro Station  Nearby']","1bhk unfurnished flat available on rent in viman nagar. No restrictions, no time limit from owner & society. A beautiful society offers a good flat for families, & bachelors. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in wh...",Classic Enterprises 
450,Magarpatta City Iris,Magarpatta,34000.0,68000.0,930.0,2 BHK ,"['2 Baths', 'Gated Society']",This property its magarpatta city iris aprtment clos to dc near pentagon Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There is also a separate washroom for domestic help. The society has dedicated security gua...,Vinayak Property 
451,Magarpatta City Trillium,Magarpatta,42000.0,126000.0,1050.0,2 BHK ,"['2 Baths', 'Full Power Backup']","Flat available in a prime location with all amenities. Located just near to seasons mall and it companies, 2 to 3 well reputated schools, hospitals, banks, atm and many more which we need day to day life. 24hr electricity and full time water supply also there. Good looking infrastructure. Its 25minute distance from pune junction and 25m minute from pune airport. Contacts me :- Manoj kumar Addit...",Vinayak Property 
